timestep,air,seawater,excess heat,sewage,groundwater,drinking water,geothermal
[unit],[°C],[°C],[°C],[°C],[°C],[°C],[°C]
[source],[DMI],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden]
T0001,8.3,3,25,11,8.9,8.5,56
T0002,8.1,3,25,11,9,9,56
T0003,9.7,3,25,11,9,9,56
T0004,10.2,3,25,11,9,9,56
T0005,10,3,25,11,9,9,56
T0006,10.1,3,25,11,9,9,56
T0007,10.3,3,25,11,9,9,56
T0008,10.4,3,25,11,9,9,56
T0009,10.3,3,25,11,9,9,56
T0010,10.2,3,25,11,9,9,56
T0011,10.2,3,25,11,9,9,56
T0012,10.6,3,25,11,9,9,56
T0013,10.3,3,25,11,9,9,56
T0014,10.1,3,25,11,9,9,56
T0015,9.8,3,25,11,9,9,56
T0016,9.3,3,25,11,9,9,56
T0017,8.7,3,25,11,9,9,56
T0018,7.7,3,25,11,9,9,56
T0019,7.4,3,25,11,9,9,56
T0020,7.8,3,25,11,9,9,56
T0021,8.2,3,25,11,9,9,56
T0022,8.3,3,25,11,9,9,56
T0023,7.9,3,25,11,9,9,56
T0024,7.5,3,25,11,9,9,56
T0025,6.9,3,25,11,9,9,56
T0026,7.2,3,25,11,9,9,56
T0027,7.2,3,25,11,9,9,56
T0028,7.1,3,25,11,9,9,56
T0029,7.1,3,25,11,9,9,56
T0030,7.2,3,25,11,9,9,56
T0031,7.2,3,25,11,9,9,56
T0032,7.3,3,25,11,9,9,56
T0033,7.1,3,25,11,9,9,56
T0034,7.4,3,25,11,9,9,56
T0035,7.8,3,25,11,9,9,56
T0036,9.1,3,25,11,9,9,56
T0037,9.4,3,25,11,9,9,56
T0038,9.6,3,25,11,9,9,56
T0039,9.6,3,25,11,9,9,56
T0040,8.5,3,25,11,9,9,56
T0041,7,3,25,11,9,9,56
T0042,6.7,3,25,11,9,9,56
T0043,6.3,3,25,11,9,9,56
T0044,6.2,3,25,11,9,9,56
T0045,6.7,3,25,11,9,9,56
T0046,6.8,3,25,11,9,9,56
T0047,6.7,3,25,11,9,9,56
T0048,6.4,3,25,11,9,9,56
T0049,5.7,3,25,11,9,9,56
T0050,5.2,3,25,11,9,9,56
T0051,4.9,3,25,11,9,9,56
T0052,5,3,25,11,9,9,56
T0053,5.1,3,25,11,9,9,56
T0054,5.3,3,25,11,9,9,56
T0055,5.5,3,25,11,9,9,56
T0056,5.5,3,25,11,9,9,56
T0057,5.7,3,25,11,9,9,56
T0058,5.4,3,25,11,9,9,56
T0059,6,3,25,11,9,9,56
T0060,6.4,3,25,11,9,9,56
T0061,6.8,3,25,11,9,9,56
T0062,7,3,25,11,9,9,56
T0063,6.5,3,25,11,9,9,56
T0064,5.2,3,25,11,9,9,56
T0065,3.5,3,25,11,9,9,56
T0066,2.5,3,25,11,9,9,56
T0067,2.3,3,25,11,9,9,56
T0068,1.8,3,25,11,9,9,56
T0069,1.6,3,25,11,9,9,56
T0070,2,3,25,11,9,9,56
T0071,2.3,3,25,11,9,9,56
T0072,3.5,3,25,11,9,9,56
T0073,4.6,3,25,11,9,9,56
T0074,4.9,3,25,11,9,9,56
T0075,4.7,3,25,11,9,9,56
T0076,4.8,3,25,11,9,9,56
T0077,5,3,25,11,9,9,56
T0078,5.1,3,25,11,9,9,56
T0079,5.2,3,25,11,9,9,56
T0080,5.2,3,25,11,9,9,56
T0081,5.1,3,25,11,9,8,56
T0082,5.2,3,25,11,9,8,56
T0083,5.6,3,25,11,9,8,56
T0084,5.9,3,25,11,9,8,56
T0085,7.2,3,25,11,9,8,56
T0086,8.3,3,25,11,9,8,56
T0087,8.5,3,25,11,9,8,56
T0088,8.8,3,25,11,9,8,56
T0089,8.7,3,25,11,9,8,56
T0090,8.8,3,25,11,9,8,56
T0091,8.8,3,25,11,9,8,56
T0092,8.7,3,25,11,9,8,56
T0093,8.4,3,25,11,9,8,56
T0094,8.5,3,25,11,9,8,56
T0095,8.5,3,25,11,9,8,56
T0096,8.5,3,25,11,9,8,56
T0097,8.2,3,25,11,9,8,56
T0098,7.9,3,25,11,9,8,56
T0099,7.6,3,25,11,9,8,56
T0100,7.3,3,25,11,9,8,56
T0101,7.1,3,25,11,9,8,56
T0102,5.7,3,25,11,9,8,56
T0103,4.6,3,25,11,9,8,56
T0104,3.8,3,25,11,9,8,56
T0105,3.6,3,25,11,9,8,56
T0106,3.8,3,25,11,9,8,56
T0107,4.1,3,25,11,9,8,56
T0108,4.3,3,25,11,9,8,56
T0109,3.9,3,25,11,9,8,56
T0110,3.7,3,25,11,9,8,56
T0111,4,3,25,11,9,8,56
T0112,3.8,3,25,11,9,8,56
T0113,3.5,3,25,11,9,8,56
T0114,3.2,3,25,11,9,8,56
T0115,3.3,3,25,11,9,8,56
T0116,3.2,3,25,10,9,8,56
T0117,3.1,3,25,10,9,8,56
T0118,3,3,25,10,9,8,56
T0119,3,3,25,10,9,8,56
T0120,2.7,3,25,10,9,8,56
T0121,2.4,3,25,10,9,8,56
T0122,2.4,3,25,10,9,8,56
T0123,2.6,3,25,10,9,8,56
T0124,2.7,3,25,10,9,8,56
T0125,3,3,25,10,9,8,56
T0126,3.4,3,25,10,9,8,56
T0127,3.5,3,25,10,9,8,56
T0128,3.5,3,25,10,9,8,56
T0129,3.2,3,25,10,9,8,56
T0130,3.1,3,25,10,9,8,56
T0131,3,3,25,10,9,8,56
T0132,3.4,3,25,10,9,8,56
T0133,3.9,3,25,10,9,8,56
T0134,4.7,3,25,10,9,8,56
T0135,6.5,3,25,10,9,8,56
T0136,6.8,3,25,10,9,8,56
T0137,6.5,3,25,10,9,8,56
T0138,6.2,3,25,10,9,8,56
T0139,5.3,3,25,10,9,8,56
T0140,4.9,3,25,10,9,8,56
T0141,5.7,3,25,10,9,8,56
T0142,6,3,25,10,9,8,56
T0143,5.7,3,25,10,9,8,56
T0144,6.1,3,25,10,9,8,56
T0145,6.3,3,25,10,9,8,56
T0146,6.1,3,25,10,9,8,56
T0147,5.2,3,25,10,9,8,56
T0148,4.5,3,25,10,9,8,56
T0149,5.3,3,25,10,9,8,56
T0150,5.4,3,25,10,9,8,56
T0151,5.2,3,25,10,9,8,56
T0152,4.8,3,25,10,9,8,56
T0153,4.8,3,25,10,9,8,56
T0154,5.3,3,25,10,9,8,56
T0155,5.6,3,25,10,9,8,56
T0156,5.8,3,25,10,9,8,56
T0157,5.9,3,25,10,9,8,56
T0158,6,3,25,10,9,8,56
T0159,6.2,3,25,10,9,8,56
T0160,6.4,3,25,10,9,8,56
T0161,6.6,3,25,10,9,8,56
T0162,6.9,3,25,10,9,8,56
T0163,7,3,25,10,9,8,56
T0164,7.2,3,25,10,9,8,56
T0165,6.8,3,25,10,9,8,56
T0166,6.8,3,25,10,9,8,56
T0167,7,3,25,10,9,8,56
T0168,7.2,3,25,10,9,8,56
T0169,7.1,3,25,10,9,8,56
T0170,6.9,3,25,10,9,8,56
T0171,6.9,3,25,10,9,8,56
T0172,6.7,3,25,10,9,8,56
T0173,6.6,3,25,10,9,8,56
T0174,6.6,3,25,10,9,8,56
T0175,6.3,3,25,10,9,8,56
T0176,6.2,3,25,10,9,8,56
T0177,6.2,3,25,10,9,8,56
T0178,6.3,3,25,10,9,8,56
T0179,6.3,3,25,10,9,8,56
T0180,6.2,3,25,10,9,8,56
T0181,6.1,3,25,10,9,8,56
T0182,6.2,3,25,10,9,8,56
T0183,6.2,3,25,10,9,8,56
T0184,6.2,3,25,10,9,8,56
T0185,6.3,3,25,10,9,8,56
T0186,6.3,3,25,10,9,8,56
T0187,6.4,3,25,10,9,8,56
T0188,6.5,3,25,10,9,8,56
T0189,6.5,3,25,10,9,8,56
T0190,6.4,3,25,10,9,8,56
T0191,6.3,3,25,10,9,8,56
T0192,6.2,3,25,10,9,8,56
T0193,6.3,3,25,10,9,8,56
T0194,6.3,3,25,10,9,8,56
T0195,6,3,25,10,9,8,56
T0196,5.8,3,25,10,9,8,56
T0197,5.8,3,25,10,9,8,56
T0198,5.9,3,25,10,9,8,56
T0199,5.8,3,25,10,9,8,56
T0200,5.9,3,25,10,9,8,56
T0201,5.4,3,25,10,9,8,56
T0202,5.4,3,25,10,9,8,56
T0203,5.2,3,25,10,9,8,56
T0204,5.6,3,25,10,9,8,56
T0205,5.7,3,25,10,9,8,56
T0206,5.4,3,25,10,9,8,56
T0207,5.3,3,25,10,9,8,56
T0208,5.3,3,25,10,9,8,56
T0209,5.2,3,25,10,9,8,56
T0210,4.8,3,25,10,9,8,56
T0211,5.4,3,25,10,9,8,56
T0212,5.2,3,25,10,9,8,56
T0213,4.1,3,25,10,9,8,56
T0214,4.6,3,25,10,9,8,56
T0215,4.2,3,25,10,9,8,56
T0216,4,3,25,10,9,8,56
T0217,3.9,3,25,10,9,8,56
T0218,3.5,3,25,10,9,8,56
T0219,4.8,3,25,10,9,8,56
T0220,5,3,25,10,9,8,56
T0221,5.3,3,25,10,9,8,56
T0222,5.3,3,25,10,9,8,56
T0223,5.5,3,25,10,9,8,56
T0224,5.4,3,25,10,9,8,56
T0225,5.4,3,25,10,9,8,56
T0226,5.7,3,25,10,9,8,56
T0227,6,3,25,10,9,8,56
T0228,6.7,3,25,10,9,8,56
T0229,6.8,3,25,10,9,8,56
T0230,6.6,3,25,10,9,8,56
T0231,6,3,25,10,9,8,56
T0232,5.7,3,25,10,9,8,56
T0233,5.4,2,25,10,9,8,56
T0234,5.4,2,25,10,9,8,56
T0235,5.4,2,25,10,9,8,56
T0236,5.5,2,25,10,9,8,56
T0237,5.6,2,25,10,9,8,56
T0238,5.2,2,25,10,9,8,56
T0239,5.3,2,25,10,9,8,56
T0240,5.5,2,25,10,9,8,56
T0241,5.5,2,25,10,9,8,56
T0242,5.4,2,25,10,9,8,56
T0243,5.1,2,25,10,9,8,56
T0244,4.9,2,25,10,9,8,56
T0245,4.9,2,25,10,9,8,56
T0246,5.1,2,25,10,9,8,56
T0247,5.4,2,25,10,9,8,56
T0248,5.7,2,25,10,9,8,56
T0249,6,2,25,10,9,8,56
T0250,6.5,2,25,10,9,8,56
T0251,7.1,2,25,10,9,8,56
T0252,7.5,2,25,10,9,8,56
T0253,7.5,2,25,10,9,8,56
T0254,7.8,2,25,10,9,8,56
T0255,7.9,2,25,10,9,8,56
T0256,7.5,2,25,10,9,8,56
T0257,7,2,25,10,9,8,56
T0258,6.2,2,25,10,9,8,56
T0259,5.6,2,25,10,9,8,56
T0260,5.8,2,25,10,9,8,56
T0261,5.9,2,25,10,9,8,56
T0262,6.3,2,25,10,9,8,56
T0263,6,2,25,10,9,8,56
T0264,5.7,2,25,10,9,8,56
T0265,5.5,2,25,10,9,8,56
T0266,5.8,2,25,10,9,8,56
T0267,5.8,2,25,10,9,8,56
T0268,6,2,25,10,9,8,56
T0269,5.8,2,25,10,9,8,56
T0270,5.6,2,25,10,9,8,56
T0271,5.9,2,25,10,9,8,56
T0272,5.8,2,25,10,9,8,56
T0273,5.6,2,25,10,9,8,56
T0274,5.9,2,25,10,9,8,56
T0275,6.1,2,25,10,9,8,56
T0276,6.1,2,25,10,9,8,56
T0277,6.2,2,25,10,9,8,56
T0278,6.5,2,25,10,9,8,56
T0279,7.5,2,25,10,9,8,56
T0280,8.2,2,25,10,9,8,56
T0281,8.1,2,25,10,9,8,56
T0282,7.3,2,25,10,9,8,56
T0283,6.9,2,25,10,9,8,56
T0284,6.7,2,25,10,9,8,56
T0285,5.5,2,25,10,9,8,56
T0286,5.3,2,25,10,9,8,56
T0287,6.2,2,25,10,9,8,56
T0288,6.3,2,25,10,9,8,56
T0289,6.6,2,25,10,9,8,56
T0290,7.3,2,25,10,9,8,56
T0291,8.1,2,25,10,9,8,56
T0292,8.1,2,25,10,9,8,56
T0293,7.4,2,25,10,9,8,56
T0294,6.8,2,25,10,9,8,56
T0295,6.2,2,25,10,9,8,56
T0296,6,2,25,10,9,8,56
T0297,6.1,2,25,10,9,8,56
T0298,6.3,2,25,10,9,8,56
T0299,7.1,2,25,10,9,8,56
T0300,7.1,2,25,10,9,8,56
T0301,6.9,2,25,10,9,8,56
T0302,7,2,25,10,9,8,56
T0303,6.9,2,25,10,9,8,56
T0304,6.6,2,25,10,9,8,56
T0305,6.7,2,25,10,9,8,56
T0306,7,2,25,10,9,8,56
T0307,6.9,2,25,10,9,8,56
T0308,7,2,25,10,9,8,56
T0309,6.9,2,25,10,9,8,56
T0310,6.8,2,25,10,9,8,56
T0311,6.6,2,25,10,9,8,56
T0312,6.6,2,25,10,9,8,56
T0313,6.8,2,25,10,9,8,56
T0314,6.7,2,25,10,9,8,56
T0315,6.4,2,25,10,9,8,56
T0316,6.1,2,25,10,9,8,56
T0317,6,2,25,10,9,8,56
T0318,6,2,25,10,9,8,56
T0319,6.1,2,25,10,9,8,56
T0320,6,2,25,10,9,8,56
T0321,5.8,2,25,10,9,8,56
T0322,6.1,2,25,10,9,8,56
T0323,6.7,2,25,10,9,8,56
T0324,6.7,2,25,10,9,8,56
T0325,6.6,2,25,10,9,8,56
T0326,6.4,2,25,10,9,8,56
T0327,6,2,25,10,9,8,56
T0328,5.7,2,25,10,9,8,56
T0329,5.8,2,25,10,9,8,56
T0330,5.8,2,25,10,9,8,56
T0331,5.5,2,25,10,9,8,56
T0332,5.5,2,25,10,9,8,56
T0333,5.8,2,25,10,9,8,56
T0334,6,2,25,10,9,8,56
T0335,6.4,2,25,10,9,8,56
T0336,6.6,2,25,10,9,8,56
T0337,7.5,2,25,10,9,8,56
T0338,6.6,2,25,10,9,8,56
T0339,5.7,2,25,10,9,8,56
T0340,5.5,2,25,10,9,8,56
T0341,5.5,2,25,10,9,8,56
T0342,5.6,2,25,10,9,8,56
T0343,5.4,2,25,10,9,8,56
T0344,5.5,2,25,10,9,8,56
T0345,5.7,2,25,10,9,8,56
T0346,5.6,2,25,10,9,8,56
T0347,5.9,2,25,10,9,8,56
T0348,6.2,2,25,10,9,8,56
T0349,6.4,2,25,10,9,8,56
T0350,6.2,2,25,10,9,8,56
T0351,6,2,25,10,9,8,56
T0352,5.9,2,25,10,9,8,56
T0353,5.4,2,25,10,9,8,56
T0354,4.7,2,25,10,9,8,56
T0355,4.9,2,25,10,9,8,56
T0356,5.4,2,25,10,9,8,56
T0357,5.7,2,25,10,9,8,56
T0358,5.4,2,25,10,9,8,56
T0359,5.6,2,25,10,9,8,56
T0360,5.6,2,25,10,9,8,56
T0361,5.1,2,25,10,9,8,56
T0362,5,2,25,10,9,8,56
T0363,4.7,2,25,10,9,8,56
T0364,4.4,2,25,10,9,8,56
T0365,4.1,2,25,10,9,8,56
T0366,3.9,2,25,10,9,8,56
T0367,4.2,2,25,10,9,8,56
T0368,4.1,2,25,10,9,8,56
T0369,4.1,2,25,10,9,8,56
T0370,4.4,2,25,10,9,8,56
T0371,5,2,25,10,9,8,56
T0372,5.2,2,25,10,9,8,56
T0373,5.1,2,25,10,9,8,56
T0374,5.2,2,25,10,9,8,56
T0375,4.7,2,25,10,9,8,56
T0376,4.4,2,25,10,9,8,56
T0377,4.5,2,25,10,9,8,56
T0378,4.6,2,25,10,9,8,56
T0379,4.7,2,25,10,9,8,56
T0380,4.9,2,25,10,9,8,56
T0381,4.9,2,25,10,9,8,56
T0382,5,2,25,10,9,8,56
T0383,5,2,25,10,9,8,56
T0384,4.9,2,25,10,9,8,56
T0385,4.9,2,25,10,9,8,56
T0386,4.9,2,25,10,9,8,56
T0387,4.8,2,25,10,9,8,56
T0388,4.6,2,25,10,9,8,56
T0389,4.1,2,25,10,9,8,56
T0390,4.1,2,25,10,9,8,56
T0391,3.6,2,25,10,9,8,56
T0392,3.4,2,25,10,9,8,56
T0393,3.2,2,25,10,9,8,56
T0394,3.1,2,25,10,9,8,56
T0395,3.8,2,25,10,9,8,56
T0396,4,2,25,10,9,8,56
T0397,4.2,2,25,10,9,8,56
T0398,4.3,2,25,10,9,8,56
T0399,3.3,2,25,10,9,8,56
T0400,2.7,2,25,10,9,8,56
T0401,2.9,2,25,10,9,8,56
T0402,3.5,2,25,10,9,8,56
T0403,2.9,2,25,10,9,8,56
T0404,2.6,2,25,10,9,8,56
T0405,2.5,2,25,10,9,8,56
T0406,2.6,2,25,10,9,8,56
T0407,2.6,2,25,10,9,8,56
T0408,2.3,2,25,10,9,8,56
T0409,2.4,2,25,10,9,8,56
T0410,2.2,2,25,10,9,8,56
T0411,2.3,2,25,10,9,8,56
T0412,2.6,2,25,10,9,8,56
T0413,2.5,2,25,10,9,8,56
T0414,2.2,2,25,10,9,8,56
T0415,1.8,2,25,10,9,8,56
T0416,1.5,2,25,10,9,8,56
T0417,1.4,2,25,10,9,8,56
T0418,1.4,2,25,10,9,8,56
T0419,1.9,2,25,10,9,8,56
T0420,2.7,2,25,10,9,8,56
T0421,2.6,2,25,10,9,8,56
T0422,2.4,2,25,10,9,8,56
T0423,2.3,2,25,10,9,8,56
T0424,2.2,2,25,10,9,8,56
T0425,1.3,2,25,10,9,8,56
T0426,0.6,2,25,10,9,8,56
T0427,0.7,2,25,10,9,8,56
T0428,0.8,2,25,10,9,8,56
T0429,0.9,2,25,10,9,8,56
T0430,1,2,25,10,9,8,56
T0431,1.3,2,25,10,9,8,56
T0432,1.1,2,25,10,9,8,56
T0433,1.2,2,25,10,9,8,56
T0434,2,2,25,10,9,8,56
T0435,2.1,2,25,10,9,8,56
T0436,2.2,2,25,10,9,8,56
T0437,2.3,2,25,10,9,8,56
T0438,2.1,2,25,10,9,8,56
T0439,2.2,2,25,10,9,8,56
T0440,2.4,2,25,10,9,8,56
T0441,2.6,2,25,10,9,8,56
T0442,2.5,2,25,10,9,8,56
T0443,2.6,2,25,10,9,8,56
T0444,2.5,2,25,10,9,8,56
T0445,3,2,25,10,9,8,56
T0446,3.3,2,25,10,9,8,56
T0447,3.5,2,25,10,9,8,56
T0448,3.2,2,25,10,9,8,56
T0449,2.9,2,25,10,9,8,56
T0450,3,2,25,10,9,8,56
T0451,2.9,2,25,10,9,8,56
T0452,2.6,2,25,10,9,8,56
T0453,3.1,2,25,10,9,8,56
T0454,2.7,2,25,10,9,8,56
T0455,2.7,2,25,10,9,8,56
T0456,2.4,2,25,10,9,8,56
T0457,2.2,2,25,10,9,8,56
T0458,1,2,25,10,9,8,56
T0459,1.1,2,25,10,9,8,56
T0460,1.6,2,25,10,9,8,56
T0461,2,2,25,10,9,8,56
T0462,2.2,2,25,10,9,8,56
T0463,1.6,2,25,10,9,8,56
T0464,1.3,2,25,10,9,8,56
T0465,0.9,2,25,10,9,8,56
T0466,1.3,2,25,10,9,8,56
T0467,1.6,2,25,10,9,8,56
T0468,2.4,2,25,10,9,8,56
T0469,3.5,2,25,10,9,8,56
T0470,3.8,2,25,10,9,8,56
T0471,3.4,2,25,10,9,8,56
T0472,3,2,25,10,9,8,56
T0473,2.7,2,25,10,9,8,56
T0474,2.5,2,25,10,9,8,56
T0475,2.3,2,25,10,9,8,56
T0476,2.1,2,25,10,9,8,56
T0477,2.1,2,25,10,9,8,56
T0478,1.7,2,25,10,9,8,56
T0479,0.4,2,25,10,9,8,56
T0480,1.2,2,25,10,9,8,56
T0481,0,2,25,10,9,8,56
T0482,0,2,25,10,9,8,56
T0483,-0.2,2,25,10,9,8,56
T0484,-0.3,2,25,10,9,8,56
T0485,0,2,25,10,9,8,56
T0486,0.3,2,25,10,9,8,56
T0487,0.6,2,25,10,9,8,56
T0488,1.4,2,25,10,9,8,56
T0489,0.3,2,25,10,9,8,56
T0490,0.2,2,25,10,9,8,56
T0491,0.4,2,25,10,9,8,56
T0492,0.4,2,25,10,9,8,56
T0493,0.7,2,25,10,9,8,56
T0494,0.7,2,25,10,9,8,56
T0495,1.3,2,25,10,9,8,56
T0496,1.6,2,25,10,9,8,56
T0497,1.2,2,25,10,9,8,56
T0498,0.6,2,25,10,9,8,56
T0499,0,2,25,10,9,8,56
T0500,-0.5,2,25,10,9,8,56
T0501,-0.8,2,25,10,9,8,56
T0502,-0.7,2,25,10,9,8,56
T0503,-0.7,2,25,10,9,8,56
T0504,-0.8,2,25,10,9,8,56
T0505,-1,2,25,10,9,8,56
T0506,-0.9,2,25,10,9,8,56
T0507,-1.1,2,25,10,9,8,56
T0508,-1.2,2,25,10,9,8,56
T0509,-1.4,2,25,10,9,8,56
T0510,-1.6,2,25,10,9,8,56
T0511,-1.3,2,25,10,9,8,56
T0512,-0.8,2,25,10,9,8,56
T0513,-0.5,2,25,10,9,8,56
T0514,0.2,2,25,10,9,8,56
T0515,0.6,2,25,10,9,8,56
T0516,1,2,25,10,9,8,56
T0517,1.3,2,25,10,9,8,56
T0518,1.5,2,25,10,9,8,56
T0519,1.5,2,25,10,9,8,56
T0520,1.4,2,25,10,9,8,56
T0521,1.1,2,25,10,9,8,56
T0522,1.1,2,25,10,9,8,56
T0523,1.2,2,25,10,9,8,56
T0524,1,2,25,10,9,8,56
T0525,1.3,2,25,10,9,8,56
T0526,1.5,2,25,10,9,8,56
T0527,1.5,2,25,10,9,8,56
T0528,1.5,2,25,10,9,8,56
T0529,1.5,2,25,10,9,8,56
T0530,1.6,2,25,10,9,8,56
T0531,1.5,2,25,10,9,8,56
T0532,1.5,2,25,10,9,8,56
T0533,1.5,2,25,10,9,8,56
T0534,1.5,2,25,10,9,8,56
T0535,1.6,2,25,10,9,8,56
T0536,2,2,25,10,9,8,56
T0537,1.9,2,25,10,9,8,56
T0538,2,2,25,10,9,8,56
T0539,2.2,2,25,10,9,8,56
T0540,2.3,2,25,10,9,8,56
T0541,2.3,2,25,10,9,8,56
T0542,2.4,2,25,10,9,8,56
T0543,2.5,2,25,10,9,8,56
T0544,2.3,2,25,10,9,8,56
T0545,2.6,2,25,10,9,8,56
T0546,2.5,2,25,10,9,8,56
T0547,2.6,2,25,10,9,8,56
T0548,2.6,2,25,10,9,8,56
T0549,2.4,2,25,10,9,8,56
T0550,2.4,2,25,10,9,8,56
T0551,2.2,2,25,10,9,8,56
T0552,2.2,2,25,10,9,8,56
T0553,1.9,2,25,10,9,8,56
T0554,2,2,25,10,9,8,56
T0555,1.8,2,25,10,9,8,56
T0556,1.6,2,25,10,9,8,56
T0557,1.5,2,25,10,9,8,56
T0558,1.2,2,25,10,9,8,56
T0559,1,2,25,10,9,8,56
T0560,1,2,25,10,9,8,56
T0561,1.3,2,25,10,9,8,56
T0562,1.5,2,25,10,9,8,56
T0563,1.7,2,25,10,9,8,56
T0564,1.7,2,25,10,9,8,56
T0565,1.9,2,25,10,9,8,56
T0566,2.2,2,25,10,9,8,56
T0567,2.3,2,25,10,9,8,56
T0568,2.2,2,25,10,9,8,56
T0569,1.9,2,25,10,9,8,56
T0570,0.9,2,25,10,9,8,56
T0571,0.3,2,25,10,9,8,56
T0572,0.2,2,25,10,9,8,56
T0573,-0.1,2,25,10,9,8,56
T0574,0.3,2,25,10,9,8,56
T0575,0.6,2,25,10,9,8,56
T0576,0.5,2,25,10,9,8,56
T0577,0.5,2,25,10,9,8,56
T0578,0.5,2,25,10,9,8,56
T0579,0.5,2,25,10,9,8,56
T0580,0.5,2,25,10,9,8,56
T0581,0.3,2,25,10,9,8,56
T0582,0.2,2,25,10,9,8,56
T0583,0.1,2,25,10,9,8,56
T0584,0.1,2,25,10,9,8,56
T0585,0,2,25,10,9,8,56
T0586,0.1,2,25,10,9,8,56
T0587,0.3,2,25,10,9,8,56
T0588,0.5,2,25,10,9,8,56
T0589,0.6,2,25,10,9,8,56
T0590,0.6,2,25,10,9,8,56
T0591,0.8,2,25,10,9,8,56
T0592,0.8,2,25,10,9,8,56
T0593,0.7,2,25,10,9,8,56
T0594,0.7,2,25,10,9,8,56
T0595,0.7,2,25,10,9,8,56
T0596,0.7,2,25,10,9,8,56
T0597,0.7,2,25,10,9,8,56
T0598,0.7,2,25,10,9,8,56
T0599,0.5,2,25,10,9,8,56
T0600,0.7,2,25,10,9,8,56
T0601,0.9,2,25,10,9,8,56
T0602,1,2,25,10,9,8,56
T0603,1,2,25,10,9,8,56
T0604,1.3,2,25,10,9,8,56
T0605,1.3,2,25,10,9,8,56
T0606,1.3,2,25,10,9,8,56
T0607,1.5,2,25,10,9,8,56
T0608,1.5,2,25,10,9,8,56
T0609,1.8,2,25,10,9,8,56
T0610,2.3,2,25,10,9,8,56
T0611,2.8,2,25,10,9,8,56
T0612,3.2,2,25,10,9,8,56
T0613,4,2,25,10,9,8,56
T0614,4.5,2,25,10,9,8,56
T0615,4,2,25,10,9,8,56
T0616,4.1,2,25,10,9,8,56
T0617,4.8,2,25,10,9,8,56
T0618,5.2,2,25,10,9,8,56
T0619,5.4,2,25,10,9,8,56
T0620,4.9,2,25,10,9,8,56
T0621,4.5,2,25,10,9,8,56
T0622,4.2,2,25,10,9,8,56
T0623,4,2,25,10,9,8,56
T0624,3.7,2,25,10,9,8,56
T0625,2.9,2,25,10,9,8,56
T0626,2.2,2,25,10,9,8,56
T0627,1.7,2,25,10,9,8,56
T0628,1,2,25,10,9,8,56
T0629,0.4,2,25,10,9,8,56
T0630,-0.3,2,25,10,9,8,56
T0631,-0.8,2,25,10,9,8,56
T0632,-0.8,2,25,10,9,8,56
T0633,-0.6,2,25,10,9,8,56
T0634,0.1,2,25,10,9,8,56
T0635,0.6,2,25,10,9,8,56
T0636,1.1,2,25,10,9,8,56
T0637,1.3,2,25,10,9,8,56
T0638,1.6,2,25,10,9,8,56
T0639,1.8,2,25,10,9,8,56
T0640,1.5,2,25,10,9,8,56
T0641,0.7,2,25,10,9,8,56
T0642,0.2,2,25,10,9,8,56
T0643,-0.5,2,25,10,9,8,56
T0644,-0.6,2,25,10,9,8,56
T0645,-2.1,2,25,10,9,8,56
T0646,-2.3,2,25,10,9,8,56
T0647,-2.5,2,25,10,9,8,56
T0648,-3.9,2,25,10,9,8,56
T0649,-4.6,2,25,10,9,8,56
T0650,-4.4,2,25,10,9,8,56
T0651,-4.3,2,25,10,9,8,56
T0652,-4,2,25,10,9,8,56
T0653,-4.4,2,25,10,9,8,56
T0654,-3.3,2,25,10,9,8,56
T0655,-2.8,2,25,10,9,8,56
T0656,-2.1,2,25,10,9,8,56
T0657,-0.9,2,25,10,9,8,56
T0658,-0.1,2,25,10,9,8,56
T0659,0.2,2,25,10,9,8,56
T0660,0.8,2,25,10,9,8,56
T0661,1.6,2,25,10,9,8,56
T0662,2,2,25,10,9,8,56
T0663,2.2,2,25,10,9,8,56
T0664,2.5,2,25,10,9,8,56
T0665,2.5,2,25,10,9,8,56
T0666,2.5,2,25,10,9,8,56
T0667,2.7,2,25,10,9,8,56
T0668,3.3,2,25,10,9,8,56
T0669,3.4,2,25,10,9,8,56
T0670,3.8,2,25,10,9,8,56
T0671,3.7,2,25,10,9,8,56
T0672,3.9,2,25,10,9,8,56
T0673,3.9,2,25,10,9,8,56
T0674,3.6,2,25,10,9,8,56
T0675,3.9,2,25,10,9,8,56
T0676,3.9,2,25,10,9,8,56
T0677,3.7,2,25,10,9,8,56
T0678,3.7,2,25,10,9,8,56
T0679,3.8,2,25,10,9,8,56
T0680,3.6,2,25,10,9,8,56
T0681,3.8,2,25,10,9,8,56
T0682,4,2,25,10,9,8,56
T0683,4.2,2,25,10,9,8,56
T0684,4.7,2,25,10,9,8,56
T0685,5.1,2,25,10,9,8,56
T0686,5.7,2,25,10,9,8,56
T0687,5.7,2,25,10,9,8,56
T0688,5.5,2,25,10,9,8,56
T0689,5.5,2,25,10,9,8,56
T0690,5.3,2,25,10,9,8,56
T0691,5,2,25,10,9,8,56
T0692,4.9,2,25,10,9,8,56
T0693,5,2,25,10,9,8,56
T0694,5.1,2,25,10,9,8,56
T0695,5.1,2,25,10,9,8,56
T0696,5,2,25,10,9,8,56
T0697,4.8,2,25,10,9,8,56
